"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Konya Plain","ItRomLR","Social Scale Polity territory","3500000","","","","simple","simple",""
"Latium","ItRomLR","Social Scale Polity territory","3500000","","","","simple","simple",""
"Paris Basin","ItRomLR","Social Scale Polity territory","3500000","","","","simple","simple",""
"Konya Plain","ItRomLR","Social Scale Population of the largest settlement","400000","","-100","","complex","simple","simple"
"Latium","ItRomLR","Social Scale Population of the largest settlement","400000","","-100","","complex","simple","simple"
"Paris Basin","ItRomLR","Social Scale Population of the largest settlement","400000","","-100","","complex","simple","simple"
"Konya Plain","ItRomLR","Hierarchical Complexity Administrative levels","3","4","","","complex","range",""
"Latium","ItRomLR","Hierarchical Complexity Administrative levels","3","4","","","complex","range",""
"Paris Basin","ItRomLR","Hierarchical Complexity Administrative levels","3","4","","","complex","range",""
"Konya Plain","ItRomLR","Hierarchical Complexity Military levels","7","","","","simple","simple",""
"Latium","ItRomLR","Hierarchical Complexity Military levels","7","","","","simple","simple",""
"Paris Basin","ItRomLR","Hierarchical Complexity Military levels","7","","","","simple","simple",""
"Konya Plain","ItRomLR","Hierarchical Complexity Religious levels","4","","","","simple","simple",""
"Latium","ItRomLR","Hierarchical Complexity Religious levels","4","","","","simple","simple",""
"Paris Basin","ItRomLR","Hierarchical Complexity Religious levels","4","","","","simple","simple",""
"Konya Plain","ItRomLR","Hierarchical Complexity Settlement hierarchy","7","","","","simple","simple",""
"Latium","ItRomLR","Hierarchical Complexity Settlement hierarchy","7","","","","simple","simple",""
"Paris Basin","ItRomLR","Hierarchical Complexity Settlement hierarchy","7","","","","simple","simple",""
"Konya Plain","ItRomLR","Professions Professional military officers","1","","","","complex","disputed",""
"Konya Plain","ItRomLR","Professions Professional military officers","0","","","","complex","disputed",""
"Latium","ItRomLR","Professions Professional military officers","1","","","","complex","disputed",""
"Latium","ItRomLR","Professions Professional military officers","0","","","","complex","disputed",""
"Paris Basin","ItRomLR","Professions Professional military officers","1","","","","complex","disputed",""
"Paris Basin","ItRomLR","Professions Professional military officers","0","","","","complex","disputed",""
"Konya Plain","ItRomLR","Professions Professional soldiers","1","","-100","","complex","disputed","simple"
"Konya Plain","ItRomLR","Professions Professional soldiers","0","","-100","","complex","disputed","simple"
"Latium","ItRomLR","Professions Professional soldiers","1","","-100","","complex","disputed","simple"
"Latium","ItRomLR","Professions Professional soldiers","0","","-100","","complex","disputed","simple"
"Paris Basin","ItRomLR","Professions Professional soldiers","1","","-100","","complex","disputed","simple"
"Paris Basin","ItRomLR","Professions Professional soldiers","0","","-100","","complex","disputed","simple"
"Konya Plain","ItRomLR","Professions Professional priesthood","1","","","","simple","simple",""
"Latium","ItRomLR","Professions Professional priesthood","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Professions Professional priesthood","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Bureaucracy characteristics Full-time bureaucrats","0","","","","simple","simple",""
"Latium","ItRomLR","Bureaucracy characteristics Full-time bureaucrats","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Bureaucracy characteristics Full-time bureaucrats","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Bureaucracy characteristics Examination system","0","","","","simple","simple",""
"Latium","ItRomLR","Bureaucracy characteristics Examination system","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Bureaucracy characteristics Examination system","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Bureaucracy characteristics Merit promotion","0.1","","","","simple","simple",""
"Latium","ItRomLR","Bureaucracy characteristics Merit promotion","0.1","","","","simple","simple",""
"Paris Basin","ItRomLR","Bureaucracy characteristics Merit promotion","0.1","","","","simple","simple",""
"Konya Plain","ItRomLR","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Latium","ItRomLR","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Law Courts","0","","","","simple","simple",""
"Latium","ItRomLR","Law Courts","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Law Courts","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Law Formal legal code","1","","","","simple","simple",""
"Latium","ItRomLR","Law Formal legal code","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Law Formal legal code","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Law Judges","0","","","","simple","simple",""
"Latium","ItRomLR","Law Judges","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Law Judges","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Law Professional Lawyers","0","","","","simple","simple",""
"Latium","ItRomLR","Law Professional Lawyers","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Law Professional Lawyers","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Specialized Buildings: polity owned irrigation systems","1","","","","simple","simple",""
"Latium","ItRomLR","Specialized Buildings: polity owned irrigation systems","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Specialized Buildings: polity owned irrigation systems","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Specialized Buildings: polity owned drinking water supply systems","1","","","","simple","simple",""
"Latium","ItRomLR","Specialized Buildings: polity owned drinking water supply systems","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Specialized Buildings: polity owned drinking water supply systems","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Specialized Buildings: polity owned markets","1","","","","simple","simple",""
"Latium","ItRomLR","Specialized Buildings: polity owned markets","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Specialized Buildings: polity owned markets","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Specialized Buildings: polity owned food storage sites","1","","","","simple","simple",""
"Latium","ItRomLR","Specialized Buildings: polity owned food storage sites","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Specialized Buildings: polity owned food storage sites","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Latium","ItRomLR","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Specialized Buildings: polity owned Bridges","1","","","","simple","simple",""
"Latium","ItRomLR","Specialized Buildings: polity owned Bridges","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Specialized Buildings: polity owned Bridges","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Specialized Buildings: polity owned Canals","1","","","","simple","simple",""
"Latium","ItRomLR","Specialized Buildings: polity owned Canals","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Specialized Buildings: polity owned Canals","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Specialized Buildings: polity owned Ports","1","","","","simple","simple",""
"Latium","ItRomLR","Specialized Buildings: polity owned Ports","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Specialized Buildings: polity owned Ports","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Specialized Buildings: polity owned Mines or quarries","1","","","","simple","simple",""
"Latium","ItRomLR","Specialized Buildings: polity owned Mines or quarries","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Specialized Buildings: polity owned Mines or quarries","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Other Couriers","1","","","","simple","simple",""
"Latium","ItRomLR","Other Couriers","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Other Couriers","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Other Postal stations","0","","","","simple","simple",""
"Latium","ItRomLR","Other Postal stations","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Other Postal stations","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Other General postal service","0","","","","simple","simple",""
"Latium","ItRomLR","Other General postal service","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Other General postal service","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Information Nonwritten records","1","","","","simple","simple",""
"Latium","ItRomLR","Information Nonwritten records","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Information Nonwritten records","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Information Written records","1","","","","simple","simple",""
"Latium","ItRomLR","Information Written records","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Information Written records","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Information Script","1","","","","simple","simple",""
"Latium","ItRomLR","Information Script","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Information Script","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Information Non-phonetic writing","0","","","","simple","simple",""
"Latium","ItRomLR","Information Non-phonetic writing","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Information Non-phonetic writing","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Latium","ItRomLR","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Information Lists tables and classifications","1","","","","simple","simple",""
